,GT,Flow,IS,IS2noITF,IS2
OP1 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP2 EG RATE 1,0.50505,0.4564562,0.4950345,0.46548074,0.44265407
OP2 EG RATE 2,0.262626,0.16915876,0.31258717,0.33341682,0.3202861
OP2 EG RATE 3,0.090909,0.06153695,0.08999733,0.010711766,0.0
OP2 EG RATE 4,0.363636,0.3798216,0.44511908,0.39628068,0.38897485
OP2 EG LEVEL 1,0.949495,0.9853744,0.928257,0.94177604,0.94308585
OP2 EG LEVEL 2,1.0,1.0,1.0,1.0,1.0
OP2 EG LEVEL 3,0.949495,1.0,0.99131805,0.89114916,0.8880736
OP2 EG LEVEL 4,0.0,0.0,0.0,0.0,3.7e-08
OP2 OUTPUT LEVEL,0.878788,0.9285487,0.8803753,0.858871,0.86373055
OP2 MODE,0.0,0.0,0.0,0.0,0.0
OP2 F COARSE,0.0,0.0,0.0,0.0,0.0
OP2 F FINE,0.0,0.0,0.0,0.0,0.0
OP2 OSC DETUNE,1.0,1.0,1.0,1.0,1.0
OP2 BREAK POINT,0.242424,0.20605728,0.25020483,0.29196763,0.28422228
OP2 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP2 R SCALE DEPTH,0.050505,0.01853437,0.0,0.07765859,0.07693393
OP2 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP2 A MOD SENS.,1.0,1.0,1.0,1.0,1.0
OP2 KEY VELOCITY,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP3 EG RATE 1,0.646465,0.6556015,0.6254562,0.6533758,0.6477538
OP3 EG RATE 2,0.40404,0.34977823,0.4037831,0.45860922,0.46375194
OP3 EG RATE 3,0.232323,0.18867387,0.18488243,0.22745913,0.22235666
OP3 EG RATE 4,0.50505,0.47355583,0.49252334,0.5346359,0.545262
OP3 EG LEVEL 1,1.0,1.0,0.99333197,1.0,1.0
OP3 EG LEVEL 2,0.979798,1.0,1.0,1.0,1.0
OP3 EG LEVEL 3,0.949495,1.0,0.94102645,0.95057124,0.97137827
OP3 EG LEVEL 4,0.0,0.0,5.7038505e-08,8.826647e-08,0.0
OP3 OUTPUT LEVEL,0.959596,1.0,1.0,0.9856541,0.98435444
OP3 MODE,0.0,0.0,0.0,0.0,0.0
OP3 F COARSE,0.0,0.0,0.0,0.0,0.0
OP3 F FINE,0.0,0.0,0.047818273,0.0,0.0
OP3 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP3 BREAK POINT,0.0,0.018436972,0.039571404,0.00022920441,0.0
OP3 L SCALE DEPTH,0.0,0.0,0.061439857,0.03374295,0.034397405
OP3 R SCALE DEPTH,0.0,0.0,0.0040202215,0.008976276,0.0
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,0.606061,0.6997641,0.62038034,0.6507931,0.6206921
OP4 EG RATE 2,0.272727,0.20550863,0.2825062,0.22968401,0.22359008
OP4 EG RATE 3,0.161616,0.09176962,0.06890223,0.12639952,0.1191212
OP4 EG RATE 4,0.393939,0.38371584,0.40555656,0.40683612,0.4002773
OP4 EG LEVEL 1,0.909091,0.9495198,0.8723172,0.92585546,0.9275942
OP4 EG LEVEL 2,1.0,1.0,1.0,0.98675555,0.9934773
OP4 EG LEVEL 3,0.949495,1.0,0.92309004,0.8666498,0.8610271
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,5.04e-08
OP4 OUTPUT LEVEL,0.828283,0.88445973,0.8480506,0.8345382,0.8252459
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.0,0.0,0.0,0.0,0.0
OP4 F FINE,0.0,0.0,0.0,0.0005221353,0.0
OP4 OSC DETUNE,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575
OP4 BREAK POINT,0.0,0.0,0.0,0.010570478,0.004847879
OP4 L SCALE DEPTH,0.0,0.0,0.020007396,0.015385017,0.01395239
OP4 R SCALE DEPTH,0.0,0.0,0.0,0.01919215,0.006671708
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,1.0,0.0,1.0,1.0,1.0
OP4 KEY VELOCITY,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP5 EG RATE 1,0.707071,0.67907953,0.6124026,0.67262375,0.65777504
OP5 EG RATE 2,0.272727,0.080528274,0.26528794,0.3514273,0.3501964
OP5 EG RATE 3,0.161616,0.07310651,0.15881127,0.1844938,0.17362477
OP5 EG RATE 4,0.40404,0.44424292,0.38795397,0.36933556,0.36493745
OP5 EG LEVEL 1,0.909091,1.0,0.8916758,0.8971121,0.89483714
OP5 EG LEVEL 2,1.0,1.0,1.0,1.0,1.0
OP5 EG LEVEL 3,0.959596,1.0,0.9585505,0.8672156,0.86713624
OP5 EG LEVEL 4,0.0,0.0,1.6784431e-10,2.8936827e-07,0.0
OP5 OUTPUT LEVEL,0.656566,0.6803837,0.5871684,0.6528574,0.6396765
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.0,0.0,0.0,0.0,0.0
OP5 F FINE,0.0,0.0,0.01899573,0.0,0.0
OP5 OSC DETUNE,1.0,1.0,1.0,1.0,1.0
OP5 BREAK POINT,0.0,0.0,0.053327538,0.019820068,0.012245367
OP5 L SCALE DEPTH,0.0,0.0,0.0,0.005355732,0.003472854
OP5 R SCALE DEPTH,0.0,0.0,0.0047416436,0.023477435,0.010574259
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,1.0,0.0,1.0,1.0,1.0
OP5 KEY VELOCITY,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP6 EG RATE 1,0.707071,0.6212865,0.65155005,0.6950122,0.674105
OP6 EG RATE 2,0.272727,0.21586996,0.2745919,0.30823135,0.30912519
OP6 EG RATE 3,0.161616,0.048262354,0.10264748,0.16546284,0.15652826
OP6 EG RATE 4,0.313131,0.3404109,0.29448378,0.31196156,0.30425224
OP6 EG LEVEL 1,0.909091,0.8976947,0.8910766,0.88984096,0.8874423
OP6 EG LEVEL 2,1.0,1.0,0.95899045,0.9536507,0.93851477
OP6 EG LEVEL 3,0.949495,1.0,0.83605516,0.8604178,0.84891427
OP6 EG LEVEL 4,0.0,0.0,1.135962e-07,3.1890883e-07,2.34e-07
OP6 OUTPUT LEVEL,1.0,0.94950604,0.9434821,0.96802694,0.971179
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP6 F FINE,0.0,0.0,0.028094986,0.038941253,0.037983257
OP6 OSC DETUNE,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575
OP6 BREAK POINT,0.0,0.0,0.020174673,0.026834909,0.02345891
OP6 L SCALE DEPTH,0.0,0.0,0.042575408,0.017438516,0.013118636
OP6 R SCALE DEPTH,0.171717,0.118970454,0.17460766,0.11297086,0.10556735
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
