,GT,Flow,IS,IS2noITF,IS2
OP6 EG RATE 2,0.808081,0.59980816,0.76726633,0.77041787,0.80203825
OP6 EG RATE 3,1.0,0.53980577,1.0,1.0,1.0
OP6 EG RATE 4,1.0,0.80412066,0.9476008,1.0,1.0
OP6 EG LEVEL 1,1.0,1.0,0.99960554,1.0,1.0
OP6 EG LEVEL 2,0.0,0.3864764,0.05219555,0.0,0.0
OP6 EG LEVEL 3,0.0,0.0,0.011874815,0.06569243,0.046642303
OP6 EG LEVEL 4,0.0,0.0,3.519447e-08,1.09363505e-07,1.1e-07
OP6 OUTPUT LEVEL,1.0,0.86842823,0.9585223,0.97014713,0.9791784
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.19354838,0.19354838,0.19354838,0.19354838,0.19354838
OP6 F FINE,0.79798,0.3943563,0.66662675,0.5762988,0.61144507
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.424242,0.3787905,0.40307322,0.3375471,0.36387125
OP6 L SCALE DEPTH,0.0,0.0,0.018058268,0.020959154,0.018861743
OP6 R SCALE DEPTH,0.0,0.020112865,0.0,0.0,0.003632015
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.8571429,0.42857146,0.8571429,0.8571429,0.8571429
