,GT,Flow,IS,IS2noITF,IS2
OP3 EG RATE 2,0.535354,0.91311413,0.6142064,0.61381686,0.6306728
OP3 EG RATE 3,1.0,0.80472004,0.8538466,0.9424232,0.96264607
OP3 EG RATE 4,0.989899,0.7343742,0.91010755,0.91592735,0.9366363
OP3 EG LEVEL 1,1.0,1.0,0.9995955,0.9963161,0.996687
OP3 EG LEVEL 2,0.0,0.82301897,0.49613395,0.2760651,0.22951235
OP3 EG LEVEL 3,0.0,0.9238839,0.0,0.011582456,0.0
OP3 EG LEVEL 4,0.0,0.0,5.7627147e-08,1.0127007e-07,0.0
OP3 OUTPUT LEVEL,1.0,0.9719872,1.0,1.0,1.0
OP3 MODE,0.0,0.0,0.0,0.0,0.0
OP3 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP3 F FINE,0.50505,0.0,0.12111198,0.1455686,0.1455608
OP3 OSC DETUNE,0.71428573,0.0,0.71428573,0.71428573,0.71428573
OP3 BREAK POINT,0.151515,0.1281766,0.17821805,0.16303554,0.164276
OP3 L SCALE DEPTH,0.0,0.0,0.043509867,0.020477878,0.01824165
OP3 R SCALE DEPTH,0.0,0.0,0.0,0.025791842,0.028989946
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,1.0,1.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,1.0,0.926113,0.9712662,0.999497,1.0
OP4 EG RATE 2,1.0,0.9225953,1.0,0.9793667,1.0
OP4 EG RATE 3,1.0,0.9234341,0.92759776,0.92076194,0.950682
OP4 EG RATE 4,0.676768,0.76908386,0.66290617,0.62856364,0.62012607
OP4 EG LEVEL 1,1.0,1.0,1.0,1.0,1.0
OP4 EG LEVEL 2,1.0,0.8100393,0.96993226,0.9569621,0.97190505
OP4 EG LEVEL 3,1.0,0.8963976,1.0,0.9854166,0.9996486
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP4 OUTPUT LEVEL,1.0,0.8323773,0.96920484,0.94321656,0.9399468
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.0,0.0,0.0,0.0,0.0
OP4 F FINE,0.0,0.0,0.0016700958,0.0,0.0
OP4 OSC DETUNE,1.0,0.5,1.0,1.0,1.0
OP4 BREAK POINT,0.151515,0.0,0.09960718,0.121570244,0.10338858
OP4 L SCALE DEPTH,0.0,0.0,0.031387318,0.0040803007,0.005984632
OP4 R SCALE DEPTH,0.0,0.011218384,0.0,0.004710959,0.0
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,1.0,1.0,1.0,1.0,1.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,1.0,0.88645244,0.99638313,0.9918014,0.9958233
OP5 EG RATE 2,1.0,0.8494317,1.0,0.9174218,0.94695926
OP5 EG RATE 3,1.0,0.88256544,0.98580825,0.9259193,0.970519
OP5 EG RATE 4,0.676768,0.712831,0.6283352,0.6437354,0.6496256
OP5 EG LEVEL 1,1.0,0.9957751,0.9936887,0.9979528,0.999244
OP5 EG LEVEL 2,1.0,0.84621227,1.0,0.9798549,0.9936928
OP5 EG LEVEL 3,1.0,0.9255908,0.9795857,0.977324,1.0
OP5 EG LEVEL 4,0.0,0.0,0.0,3.883302e-07,0.0
OP5 OUTPUT LEVEL,1.0,0.8579209,0.98744994,1.0,1.0
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.0,0.0,0.0,0.0,0.0
OP5 F FINE,0.0,0.0,0.027863115,0.0,0.0
OP5 OSC DETUNE,0.0,0.0,0.0,0.0,0.0
OP5 BREAK POINT,0.151515,0.0,0.087167524,0.1582365,0.15489702
OP5 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP5 R SCALE DEPTH,0.0,0.0,0.0,0.013364552,0.008875345
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,1.0,1.0,1.0,1.0,1.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,1.0,0.937165,0.96378845,0.9494755,0.9382171
OP6 EG RATE 2,1.0,0.74688613,0.92334145,0.99722177,1.0
OP6 EG RATE 3,1.0,0.8118891,1.0,0.9816504,1.0
OP6 EG RATE 4,0.676768,0.690911,0.6071747,0.62147015,0.64075017
OP6 EG LEVEL 1,1.0,0.91682667,0.97870725,1.0,1.0
OP6 EG LEVEL 2,1.0,0.84806097,0.9944438,1.0,1.0
OP6 EG LEVEL 3,1.0,0.83918965,1.0,1.0,1.0
OP6 EG LEVEL 4,0.0,0.0,1.0096131e-08,1.4845455e-09,0.0
OP6 OUTPUT LEVEL,1.0,0.7070587,1.0,0.98101056,0.99766684
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.0,0.0,0.0,0.0,0.0
OP6 F FINE,0.0,0.0,0.01696355,0.0,0.0
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.151515,0.09455831,0.10051247,0.1262951,0.11304243
OP6 L SCALE DEPTH,0.0,0.0,0.01579018,0.011764896,0.001340669
OP6 R SCALE DEPTH,0.0,0.039662108,0.0,0.03978158,0.025030736
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,1.0,1.0,1.0,1.0,1.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
