,GT,Flow,IS,IS2noITF,IS2
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,6.81e-08
OP4 OUTPUT LEVEL,1.0,1.0,0.98314404,0.9893751,0.997868
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP4 F FINE,0.0,0.0,0.0,0.0,0.0
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.393939,0.29960427,0.3652496,0.38324082,0.39743927
OP4 L SCALE DEPTH,0.0,8.554757e-05,0.013909196,0.0086826915,0.00911558
OP4 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP4 L KEY SCALE,1.0,1.0,0.6666667,0.6666667,0.6666667
OP4 R KEY SCALE,1.0,0.6666667,1.0,0.6666667,0.6666667
OP4 RATE SCALING,1.0,1.0,1.0,1.0,1.0
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,1.0,0.79984546,0.7675962,0.7579976,0.746825
OP5 EG RATE 2,0.363636,0.42494583,0.370809,0.38399556,0.35475063
OP5 EG RATE 3,0.414141,0.5371804,0.43691823,0.41779247,0.41270453
OP5 EG RATE 4,0.646465,0.73691094,0.6419661,0.65434897,0.6690929
OP5 EG LEVEL 1,1.0,1.0,0.9968357,1.0,1.0
OP5 EG LEVEL 2,0.989899,1.0,0.97915846,1.0,1.0
OP5 EG LEVEL 3,0.989899,1.0,0.9281402,0.9177857,0.92909503
OP5 EG LEVEL 4,0.0,0.0,0.0,3.540907e-07,0.0
OP5 OUTPUT LEVEL,1.0,0.98613894,0.987046,0.96962106,0.995568
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP5 F FINE,0.0,0.0,0.0065375585,0.0,0.0
OP5 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP5 BREAK POINT,0.393939,0.33047867,0.36576378,0.36392936,0.37462544
OP5 L SCALE DEPTH,0.0,0.0,0.012376549,0.0,0.0
OP5 R SCALE DEPTH,0.0,0.03383389,0.0,0.0,0.0
OP5 L KEY SCALE,1.0,0.6666667,0.6666667,0.6666667,0.6666667
OP5 R KEY SCALE,1.0,0.6666667,0.6666667,0.6666667,0.6666667
OP5 RATE SCALING,1.0,1.0,1.0,1.0,1.0
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,1.0,0.7053562,0.73167855,0.72536707,0.729812
OP6 EG RATE 2,0.323232,0.4844386,0.3438674,0.3373831,0.32141376
OP6 EG RATE 3,0.282828,0.22533551,0.27153936,0.33038175,0.33003217
OP6 EG RATE 4,0.646465,0.6564213,0.6665241,0.63314503,0.6580939
OP6 EG LEVEL 1,0.989899,0.9830841,0.99710137,0.9954317,0.9949126
OP6 EG LEVEL 2,0.989899,0.9562082,1.0,0.9962542,0.99566865
OP6 EG LEVEL 3,0.929293,1.0,0.9157621,0.9217026,0.9301232
OP6 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP6 OUTPUT LEVEL,0.787879,0.7711327,0.7471934,0.75977516,0.76548696
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP6 F FINE,0.0,0.0,0.0,0.011647061,0.01554146
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.0,0.21890675,0.0,0.037498634,0.033303495
OP6 L SCALE DEPTH,0.0,0.06716548,0.013554596,0.0,0.0
OP6 R SCALE DEPTH,0.0,0.04369524,0.0,0.0,0.0
OP6 L KEY SCALE,0.33333334,0.33333334,0.6666667,0.6666667,0.6666667
OP6 R KEY SCALE,0.33333334,0.33333334,0.6666667,0.6666667,0.6666667
OP6 RATE SCALING,1.0,1.0,1.0,1.0,1.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
