,GT,Flow,IS,IS2noITF,IS2
OP3 F FINE,0.292929,0.13369405,0.1943061,0.2236991,0.2155243
OP3 OSC DETUNE,0.0,0.0,0.0,0.0,0.0
OP3 BREAK POINT,0.0,0.02780366,0.14070547,0.048972145,0.04650874
OP3 L SCALE DEPTH,0.0,0.0,0.0,0.09210009,0.08143875
OP3 R SCALE DEPTH,0.0,0.0,0.0,0.032490917,0.010600695
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 RATE SCALING,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,1.0,0.8354324,0.89406437,0.95297706,0.9549411
OP4 EG RATE 2,0.464646,0.40859997,0.3722313,0.55696714,0.5528907
OP4 EG RATE 3,0.0,0.07049364,0.0,0.0,0.0
OP4 EG RATE 4,0.282828,0.3035239,0.22984512,0.28175697,0.2764908
OP4 EG LEVEL 1,1.0,1.0,0.98253155,0.9689298,0.97300994
OP4 EG LEVEL 2,0.939394,1.0,0.9095348,0.8767926,0.8637686
OP4 EG LEVEL 3,0.878788,0.95513505,0.83403355,0.8222957,0.8128828
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,2.01e-07
OP4 OUTPUT LEVEL,0.848485,0.84015834,0.84153575,0.8104665,0.8038813
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP4 F FINE,0.0,0.0,0.0,0.04111837,0.03459008
OP4 OSC DETUNE,0.35714287,0.35714287,0.35714287,0.35714287,0.35714287
OP4 BREAK POINT,0.545455,0.54021025,0.56448025,0.5855496,0.6074145
OP4 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP4 R SCALE DEPTH,1.0,0.0,0.0,0.0,0.0
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP5 EG RATE 1,1.0,0.91922677,0.86124575,0.94386816,0.9518086
OP5 EG RATE 2,0.464646,0.49260247,0.34002566,0.60176057,0.6194217
OP5 EG RATE 3,0.0,0.050040543,0.0,0.057109386,0.048051648
OP5 EG RATE 4,0.282828,0.36240792,0.26587653,0.27148393,0.2665989
OP5 EG LEVEL 1,1.0,1.0,0.9765932,0.996495,0.99807566
OP5 EG LEVEL 2,0.939394,1.0,0.8647571,0.97733915,0.9855186
OP5 EG LEVEL 3,0.878788,0.9636457,0.7348467,0.8119381,0.8189657
OP5 EG LEVEL 4,0.0,0.0,0.0,3.62536e-07,1.29e-08
OP5 OUTPUT LEVEL,0.69697,0.74231076,0.7428721,0.7116183,0.7022372
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP5 F FINE,0.0,0.0,0.0,0.0,0.0
OP5 OSC DETUNE,1.0,1.0,1.0,1.0,1.0
OP5 BREAK POINT,0.252525,0.38865292,0.3179865,0.21568583,0.22325116
OP5 L SCALE DEPTH,0.0,0.0,0.0,0.01164326,0.004531266
OP5 R SCALE DEPTH,0.242424,0.05274141,0.18080038,0.22631311,0.23870064
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,1.0,0.9188133,0.8725729,0.89254934,0.90036273
OP6 EG RATE 2,0.464646,0.45551014,0.32864812,0.57039994,0.5787962
OP6 EG RATE 3,0.0,0.11686635,0.036364246,0.06304724,0.06732484
OP6 EG RATE 4,0.282828,0.33395326,0.31225008,0.3346346,0.33946595
OP6 EG LEVEL 1,1.0,1.0,0.98097926,0.9942175,0.99607354
OP6 EG LEVEL 2,0.939394,1.0,0.8966745,0.98745584,0.9871411
OP6 EG LEVEL 3,0.878788,1.0,0.75973475,0.722823,0.72523344
OP6 EG LEVEL 4,0.0,0.0,0.0,0.0,4.91e-08
OP6 OUTPUT LEVEL,0.50505,0.7168604,0.56230474,0.56495625,0.55018973
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.32258064,0.32258064,0.32258064,0.32258064,0.32258064
OP6 F FINE,0.0,0.032157183,0.0,0.0,0.0
OP6 OSC DETUNE,1.0,1.0,1.0,1.0,1.0
OP6 BREAK POINT,0.161616,0.4147719,0.3109085,0.16868682,0.17607015
OP6 L SCALE DEPTH,0.0,0.0,0.0,0.006996708,0.0
OP6 R SCALE DEPTH,0.242424,0.14097095,0.2196439,0.2798561,0.2978057
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.14285715,0.14285715,0.14285715,0.14285715,0.14285715
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
