,GT,Flow,IS,IS2noITF,IS2
OP3 R SCALE DEPTH,0.0,0.10953362,0.0,0.08238257,0.09295799
OP3 L KEY SCALE,1.0,0.0,1.0,1.0,0.0
OP3 R KEY SCALE,1.0,0.0,1.0,1.0,1.0
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,1.0,0.93703884,0.85873425,0.9957509,1.0
OP4 EG RATE 2,0.808081,0.7491941,0.5613877,0.6113882,0.6344177
OP4 EG RATE 3,0.707071,0.7566534,0.6761946,0.7098497,0.73172945
OP4 EG RATE 4,0.717172,0.7381255,0.72223085,0.7012845,0.72163147
OP4 EG LEVEL 1,1.0,1.0,1.0,0.97192734,0.97428256
OP4 EG LEVEL 2,0.989899,0.991959,0.8251136,1.0,1.0
OP4 EG LEVEL 3,0.929293,0.945749,0.79671097,0.78803784,0.76618135
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP4 OUTPUT LEVEL,0.969697,0.88849914,0.88864064,0.9895668,0.99657255
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.0,0.0,0.0,0.06451613,0.06451613
OP4 F FINE,0.0,0.0,0.0,0.0,0.0
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.393939,0.2784132,0.23508638,0.21663147,0.21909685
OP4 L SCALE DEPTH,0.0,0.06830159,0.0,0.007927129,0.002698735
OP4 R SCALE DEPTH,0.0,0.12633994,0.039091673,0.022095375,0.022568638
OP4 L KEY SCALE,1.0,0.0,1.0,1.0,1.0
OP4 R KEY SCALE,0.0,0.0,1.0,1.0,1.0
OP4 RATE SCALING,0.8571429,0.0,0.0,0.14285715,0.14285715
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,1.0,0.89134264,0.86198395,0.8433356,0.83377075
OP5 EG RATE 2,0.393939,0.8025781,0.66548485,0.5927926,0.59428954
OP5 EG RATE 3,0.323232,0.77254444,0.92094433,0.79120237,0.80678487
OP5 EG RATE 4,0.717172,0.71869254,0.7321326,0.7753145,0.78999877
OP5 EG LEVEL 1,1.0,1.0,0.9684768,0.9721839,0.97301805
OP5 EG LEVEL 2,0.989899,1.0,1.0,1.0,1.0
OP5 EG LEVEL 3,0.707071,0.989852,0.984997,0.8575188,0.834644
OP5 EG LEVEL 4,0.0,0.0,0.0,3.4939885e-07,7.09e-08
OP5 OUTPUT LEVEL,1.0,0.87105536,0.95206857,0.920328,0.9245021
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.0,0.0,0.0,0.0,0.0
OP5 F FINE,0.0,0.0,0.0,0.002859049,0.0
OP5 OSC DETUNE,0.5,0.5,0.0,0.5,0.5
OP5 BREAK POINT,0.393939,0.25752807,0.27213648,0.43711174,0.44952518
OP5 L SCALE DEPTH,0.0,0.017466232,0.0,0.09344622,0.09912548
OP5 R SCALE DEPTH,0.0,0.056998596,0.08747562,0.0,0.0
OP5 L KEY SCALE,1.0,0.0,1.0,1.0,1.0
OP5 R KEY SCALE,1.0,0.0,0.0,1.0,0.0
OP5 RATE SCALING,0.0,0.0,0.0,0.14285715,0.14285715
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,1.0,0.8420113,0.7693492,0.8036324,0.81358665
OP6 EG RATE 2,0.393939,0.7441778,0.42316765,0.5802089,0.58211493
OP6 EG RATE 3,0.323232,0.6319257,0.5694638,0.70354044,0.72588897
OP6 EG RATE 4,0.717172,0.66752976,0.71855444,0.74115556,0.77728724
OP6 EG LEVEL 1,1.0,0.96992064,1.0,1.0,1.0
OP6 EG LEVEL 2,0.989899,1.0,0.93427163,1.0,1.0
OP6 EG LEVEL 3,0.707071,0.8768849,1.0,1.0,1.0
OP6 EG LEVEL 4,0.0,0.0,2.8042662e-09,5.645413e-09,1.18e-07
OP6 OUTPUT LEVEL,0.868687,0.7539426,0.7729439,0.75828093,0.7464952
OP6 MODE,0.0,0.0,1.0,0.0,0.0
OP6 F COARSE,0.0,0.0,0.0,0.0,0.0
OP6 F FINE,0.0,0.0,0.011262284,0.050717965,0.044920273
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.393939,0.36283746,0.17523439,0.4134083,0.41417226
OP6 L SCALE DEPTH,0.0,0.12874177,0.18702559,0.1888194,0.1960112
OP6 R SCALE DEPTH,0.59596,0.28911904,0.24732913,0.18444733,0.1852068
OP6 L KEY SCALE,1.0,0.0,1.0,0.33333334,0.33333334
OP6 R KEY SCALE,0.0,0.0,0.33333334,0.33333334,0.33333334
OP6 RATE SCALING,0.0,0.0,0.0,0.71428573,0.71428573
OP6 A MOD SENS.,0.0,0.0,0.0,1.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
