,GT,Flow,IS,IS2noITF,IS2
OP3 EG RATE 3,0.161616,0.29983416,0.3495998,0.24205095,0.23224439
OP3 EG RATE 4,0.525253,0.6345664,0.56751484,0.48803583,0.48301154
OP3 EG LEVEL 1,1.0,1.0,0.986873,0.9952584,0.99476135
OP3 EG LEVEL 2,0.979798,1.0,0.94862497,0.9581181,0.94665545
OP3 EG LEVEL 3,1.0,0.98092234,0.9919203,1.0,1.0
OP3 EG LEVEL 4,0.0,0.0,6.42192e-08,1.0632194e-07,2.62e-08
OP3 OUTPUT LEVEL,1.0,0.950063,1.0,1.0,1.0
OP3 MODE,1.0,1.0,1.0,1.0,1.0
OP3 F COARSE,0.0,0.0,0.0,0.0,0.0
OP3 F FINE,0.151515,0.2548679,0.0971366,0.096032426,0.096692555
OP3 OSC DETUNE,0.2857143,0.5,0.2857143,0.2857143,0.2857143
OP3 BREAK POINT,0.0,0.21244314,0.07694742,0.0849157,0.098723665
OP3 L SCALE DEPTH,0.0,0.0,0.07465053,0.07194328,0.05112361
OP3 R SCALE DEPTH,0.0,0.034616545,0.034031108,0.02514955,0.029425086
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 RATE SCALING,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP3 A MOD SENS.,1.0,1.0,1.0,1.0,1.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,0.50505,0.6225546,0.5147908,0.546912,0.5166063
OP4 EG RATE 2,0.272727,0.26191872,0.22848071,0.3361289,0.32346284
OP4 EG RATE 3,0.161616,0.24813554,0.2129228,0.23323101,0.24856734
OP4 EG RATE 4,0.525253,0.5359363,0.53439933,0.48706996,0.48569572
OP4 EG LEVEL 1,1.0,1.0,0.97599804,0.97903436,0.9874449
OP4 EG LEVEL 2,0.979798,1.0,0.8624874,0.9446479,0.94223404
OP4 EG LEVEL 3,1.0,0.9725445,0.9740874,0.9748498,0.9902575
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,5.06e-08
OP4 OUTPUT LEVEL,0.979798,0.92355424,0.93909484,1.0,1.0
OP4 MODE,1.0,0.0,1.0,1.0,1.0
OP4 F COARSE,0.0,0.032258064,0.0,0.0,0.0
OP4 F FINE,0.151515,0.0,0.105790555,0.13752161,0.13638715
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.0,0.23172657,0.0,0.0,0.0
OP4 L SCALE DEPTH,0.0,0.06858776,0.0,0.024842175,0.02258079
OP4 R SCALE DEPTH,0.0,0.0,0.044162348,0.032197583,0.03767172
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP4 A MOD SENS.,1.0,1.0,1.0,1.0,1.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,0.50505,0.5907541,0.5300511,0.49866983,0.47032994
OP5 EG RATE 2,0.272727,0.320016,0.42748183,0.38758782,0.373463
OP5 EG RATE 3,0.161616,0.33531487,0.51774454,0.30926773,0.30799103
OP5 EG RATE 4,0.525253,0.54644024,0.6164961,0.5004326,0.49159145
OP5 EG LEVEL 1,1.0,1.0,0.9693241,0.97555894,0.9791328
OP5 EG LEVEL 2,0.979798,1.0,0.9350926,0.91083235,0.90338886
OP5 EG LEVEL 3,1.0,1.0,1.0,1.0,1.0
OP5 EG LEVEL 4,0.0,0.0,0.0,3.9188174e-07,1.15e-07
OP5 OUTPUT LEVEL,1.0,0.858634,0.9985998,1.0,1.0
OP5 MODE,1.0,0.0,1.0,1.0,1.0
OP5 F COARSE,0.0,0.0,0.0,0.0,0.0
OP5 F FINE,0.151515,0.10924256,0.15142158,0.1631447,0.15764782
OP5 OSC DETUNE,0.71428573,0.5,0.71428573,0.71428573,0.71428573
OP5 BREAK POINT,0.0,0.24991266,0.0016620996,0.045060683,0.05881843
OP5 L SCALE DEPTH,0.0,0.099322475,0.0029998955,0.043166067,0.036456823
OP5 R SCALE DEPTH,0.0,0.024108905,0.062776335,0.0,0.012426214
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP5 A MOD SENS.,1.0,1.0,1.0,1.0,1.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,0.777778,0.60766727,0.51791847,0.5501842,0.524543
OP6 EG RATE 2,0.30303,0.34612343,0.21890545,0.3037611,0.29065445
OP6 EG RATE 3,0.161616,0.3498576,0.19913702,0.25225684,0.26073894
OP6 EG RATE 4,0.525253,0.51294833,0.51592344,0.5129051,0.5073254
OP6 EG LEVEL 1,1.0,1.0,0.9802864,0.98568213,0.98801523
OP6 EG LEVEL 2,0.979798,1.0,0.93653345,1.0,1.0
OP6 EG LEVEL 3,0.969697,1.0,1.0,1.0,1.0
OP6 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP6 OUTPUT LEVEL,0.828283,0.8364349,0.8454886,0.8300686,0.8308784
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP6 F FINE,0.010101,0.06183493,0.047744893,0.0,0.0
OP6 OSC DETUNE,0.21428573,0.5,0.21428573,0.21428573,0.21428573
OP6 BREAK POINT,0.0,0.2718613,0.11440537,0.11746443,0.12503883
OP6 L SCALE DEPTH,0.0,0.18436019,0.013924852,0.029610576,0.019944152
OP6 R SCALE DEPTH,0.030303,0.008055822,0.036955077,0.0,0.0
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.2857143,0.2857143,0.2857143,0.2857143,0.2857143
OP6 A MOD SENS.,0.6666667,1.0,0.6666667,0.6666667,0.6666667
OP6 KEY VELOCITY,0.14285715,0.0,0.14285715,0.14285715,0.14285715
