,GT,Flow,IS,IS2noITF,IS2
OP3 EG RATE 4,0.717172,0.6933032,0.7815247,0.7398406,0.75621
OP3 EG LEVEL 1,1.0,1.0,0.99425584,1.0,1.0
OP3 EG LEVEL 2,1.0,0.8726888,1.0,0.999562,1.0
OP3 EG LEVEL 3,1.0,1.0,1.0,1.0,1.0
OP3 EG LEVEL 4,0.0,0.0,5.4539278e-08,1.052288e-07,2.31e-07
OP3 OUTPUT LEVEL,1.0,0.99033946,0.9929453,1.0,1.0
OP3 MODE,0.0,0.0,0.0,0.0,0.0
OP3 F COARSE,0.032258064,0.06451613,0.032258064,0.032258064,0.032258064
OP3 F FINE,0.0,0.0,0.027019978,0.013050905,0.00600424
OP3 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP3 BREAK POINT,0.393939,0.43239167,0.40212306,0.4408225,0.44336265
OP3 L SCALE DEPTH,0.0,0.0,0.045792095,0.0062416317,0.0
OP3 R SCALE DEPTH,0.141414,0.0,0.1498508,0.10348156,0.10163725
OP3 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP3 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,1.0,1.0,0.8351023,0.8315217,0.8300298
OP4 EG RATE 2,0.393939,0.65559375,0.41578257,0.60384667,0.6176762
OP4 EG RATE 3,0.79798,0.8665761,0.7752943,0.87833446,0.8962796
OP4 EG RATE 4,0.717172,0.750436,0.7310515,0.7506036,0.75877124
OP4 EG LEVEL 1,1.0,1.0,1.0,0.9697716,0.976418
OP4 EG LEVEL 2,1.0,0.8218752,0.89248365,0.94628584,0.9548577
OP4 EG LEVEL 3,1.0,1.0,1.0,0.9726474,0.97168064
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP4 OUTPUT LEVEL,1.0,0.9264512,0.9612494,0.9834682,0.9812756
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP4 F FINE,0.0,0.0,0.017478503,0.0,0.0
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.393939,0.46296299,0.3741095,0.31521982,0.33282578
OP4 L SCALE DEPTH,0.0,0.0,0.028686618,0.020944763,0.02399366
OP4 R SCALE DEPTH,0.141414,0.1513251,0.12703066,0.13116822,0.13493843
OP4 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP4 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,0.656566,1.0,0.6872295,0.63383347,0.6368567
OP5 EG RATE 2,0.393939,0.5945082,0.5131762,0.5740312,0.5943123
OP5 EG RATE 3,0.79798,0.7740789,0.82524997,0.8846657,0.92075104
OP5 EG RATE 4,0.717172,0.7498207,0.70487475,0.74406636,0.76000714
OP5 EG LEVEL 1,1.0,1.0,0.9814694,0.9853293,0.98670983
OP5 EG LEVEL 2,1.0,0.8748643,0.97583586,0.96040225,0.97274864
OP5 EG LEVEL 3,1.0,1.0,1.0,0.95128655,0.97597986
OP5 EG LEVEL 4,0.0,0.0,0.0,4.2038383e-07,1.56e-09
OP5 OUTPUT LEVEL,0.989899,0.9180682,0.925857,0.98970085,1.0
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.12903225,0.12903225,0.12903225,0.12903225,0.12903225
OP5 F FINE,0.0,0.0,0.0,0.0,0.0
OP5 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP5 BREAK POINT,0.393939,0.47600973,0.38650987,0.2920115,0.29736832
OP5 L SCALE DEPTH,0.0,0.0,0.005076607,0.04084827,0.041991863
OP5 R SCALE DEPTH,0.141414,0.098979935,0.13094576,0.08042195,0.0799735
OP5 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP5 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,1.0,0.93260217,0.8991411,0.84329164,0.86385137
OP6 EG RATE 2,0.575758,0.5183418,0.5576626,0.5056761,0.5236816
OP6 EG RATE 3,0.454545,0.48334372,0.46711788,0.47571298,0.49639145
OP6 EG RATE 4,0.717172,0.7051281,0.71880746,0.67721844,0.69148064
OP6 EG LEVEL 1,1.0,1.0,0.97752213,0.98742396,0.9908604
OP6 EG LEVEL 2,0.363636,0.5856942,0.48546907,0.4246564,0.39144284
OP6 EG LEVEL 3,0.313131,0.48391068,0.31709427,0.28003585,0.24630967
OP6 EG LEVEL 4,0.0,0.0,7.000985e-08,0.0,0.0
OP6 OUTPUT LEVEL,0.676768,0.7894693,0.73601574,0.7065296,0.70117134
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.41935483,0.06451613,0.41935483,0.41935483,0.41935483
OP6 F FINE,0.0,0.0,0.037157584,0.032353893,0.02712657
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.272727,0.39572763,0.23523746,0.21479726,0.20217176
OP6 L SCALE DEPTH,0.0,0.0,0.031181524,0.05210999,0.047354344
OP6 R SCALE DEPTH,0.454545,0.453452,0.39978063,0.44941464,0.47453508
OP6 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP6 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
