,GT,Flow,IS,IS2noITF,IS2
OP3 EG RATE 3,0.212121,0.7490938,0.4726212,0.47579134,0.49457657
OP3 EG RATE 4,0.717172,0.662583,0.7224781,0.67508113,0.6865957
OP3 EG LEVEL 1,1.0,1.0,1.0,0.9936386,0.9938519
OP3 EG LEVEL 2,0.89899,1.0,0.9011475,0.96300805,0.95999116
OP3 EG LEVEL 3,0.89899,1.0,0.8330222,0.9332617,0.9416852
OP3 EG LEVEL 4,0.0,0.0,6.224592e-08,1.1154284e-07,7.5e-08
OP3 OUTPUT LEVEL,1.0,0.98275965,1.0,1.0,1.0
OP3 MODE,0.0,0.0,0.0,0.0,0.0
OP3 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP3 F FINE,0.0,0.0,0.00985628,0.035879694,0.02679761
OP3 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP3 BREAK POINT,0.393939,0.44589782,0.43157843,0.39717403,0.398253
OP3 L SCALE DEPTH,0.0,0.0,0.0681853,0.011587316,0.00652304
OP3 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP3 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP3 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,0.79798,0.87402904,0.862265,0.8589504,0.8659296
OP4 EG RATE 2,0.767677,0.59854114,0.84695244,0.64507043,0.651576
OP4 EG RATE 3,1.0,0.69672114,1.0,0.90379006,0.9387789
OP4 EG RATE 4,0.717172,0.6606202,0.65737087,0.6341822,0.6382824
OP4 EG LEVEL 1,1.0,1.0,0.97922826,0.9813503,0.986797
OP4 EG LEVEL 2,1.0,0.96860224,1.0,0.98057693,0.98862296
OP4 EG LEVEL 3,0.969697,1.0,1.0,0.95208985,0.97342646
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP4 OUTPUT LEVEL,1.0,0.8762576,0.94673043,0.941578,0.9376707
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP4 F FINE,0.0,0.0,0.023548177,0.0,0.001251814
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.393939,0.4674359,0.37876752,0.3369993,0.34780675
OP4 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP4 R SCALE DEPTH,0.0,0.14407493,0.0,0.0,0.0
OP4 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP4 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,0.858586,0.88722235,0.81341016,0.8329154,0.8452575
OP5 EG RATE 2,0.767677,0.5939267,0.69185305,0.69169736,0.7039588
OP5 EG RATE 3,1.0,0.78470117,0.8855606,0.82955116,0.86047024
OP5 EG RATE 4,0.717172,0.71900177,0.7479742,0.6568933,0.6679873
OP5 EG LEVEL 1,1.0,1.0,0.99861157,0.99255157,0.9947957
OP5 EG LEVEL 2,1.0,1.0,1.0,0.9839031,0.9884662
OP5 EG LEVEL 3,0.969697,1.0,1.0,1.0,1.0
OP5 EG LEVEL 4,0.0,0.0,0.0,4.131791e-07,0.0
OP5 OUTPUT LEVEL,0.989899,0.8986552,0.9476679,0.94916564,0.9550748
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP5 F FINE,0.0,0.0,0.0,0.0,0.0
OP5 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP5 BREAK POINT,0.0,0.39423415,0.020030979,0.019872423,0.009491645
OP5 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP5 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.00305626
OP5 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP5 R KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,0.787879,0.82709193,0.82747126,0.83764005,0.85306376
OP6 EG RATE 2,0.424242,0.56028885,0.3754716,0.4127032,0.43189514
OP6 EG RATE 3,0.232323,0.43540034,0.34870484,0.33698115,0.3561749
OP6 EG RATE 4,0.717172,0.6637025,0.66120523,0.72165585,0.7314524
OP6 EG LEVEL 1,1.0,1.0,0.9925624,0.9831228,0.98686254
OP6 EG LEVEL 2,1.0,0.8995086,0.9177818,1.0,1.0
OP6 EG LEVEL 3,0.656566,0.75678825,0.63246167,0.7564399,0.75880677
OP6 EG LEVEL 4,0.0,0.0,3.778071e-08,0.0,0.0
OP6 OUTPUT LEVEL,0.69697,0.7661727,0.70603234,0.6576939,0.636439
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.19354838,0.06451613,0.19354838,0.19354838,0.19354838
OP6 F FINE,0.0,0.0,0.0077701635,0.0,0.0
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.171717,0.31872058,0.18442895,0.093878925,0.08447894
OP6 L SCALE DEPTH,0.282828,0.0,0.03641156,0.089176655,0.08347238
OP6 R SCALE DEPTH,0.0,0.37985858,0.0071745794,0.0,0.0
OP6 L KEY SCALE,0.0,1.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
