,GT,Flow,IS,IS2noITF,IS2
OP4 OUTPUT LEVEL,0.828283,0.8565291,0.896299,0.8376426,0.8235419
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.06451613,0.032258064,0.06451613,0.06451613,0.032258064
OP4 F FINE,0.0,0.0,0.0035615657,0.03277857,0.020380432
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.0,0.14564805,0.0,0.046942774,0.044150144
OP4 L SCALE DEPTH,0.0,0.109501675,0.0,0.0,0.0
OP4 R SCALE DEPTH,0.0,0.004000768,0.079254426,0.05056472,0.052513704
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.42857146,0.42857146,0.42857146,0.42857146,0.42857146
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,1.0,0.5714286,1.0,1.0,1.0
OP5 EG RATE 1,0.959596,0.9908501,1.0,0.93272287,0.949109
OP5 EG RATE 2,0.20202,0.3452136,0.40834343,0.21508162,0.21604493
OP5 EG RATE 3,0.282828,0.18434718,0.22433163,0.21907109,0.20987064
OP5 EG RATE 4,0.50505,0.53634197,0.38876277,0.43432453,0.4329883
OP5 EG LEVEL 1,1.0,1.0,1.0,1.0,1.0
OP5 EG LEVEL 2,0.959596,0.986857,0.76982665,0.7631071,0.75042504
OP5 EG LEVEL 3,0.0,0.0,0.047604326,0.0,0.0
OP5 EG LEVEL 4,0.0,0.0,0.0,3.1025903e-07,1.66e-07
OP5 OUTPUT LEVEL,1.0,1.0,1.0,0.998854,1.0
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP5 F FINE,0.0,0.026168302,0.0,0.0,0.0
OP5 OSC DETUNE,0.0,0.0,0.0,0.0,0.0
OP5 BREAK POINT,0.0,0.10184726,0.0019506972,0.005557583,0.0
OP5 L SCALE DEPTH,0.0,0.0,0.01654663,0.0035302117,0.002640694
OP5 R SCALE DEPTH,0.0,0.0,0.032581396,0.044474017,0.045667954
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.42857146,0.42857146,0.42857146,0.42857146,0.42857146
OP5 A MOD SENS.,0.0,0.0,1.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,0.959596,0.9831923,0.98115945,0.93428475,0.9462379
OP6 EG RATE 2,0.292929,0.37240946,0.34222513,0.16345523,0.15871191
OP6 EG RATE 3,0.262626,0.20138115,0.0667819,0.24414945,0.2525371
OP6 EG RATE 4,0.50505,0.50296366,0.37857357,0.43466684,0.43534574
OP6 EG LEVEL 1,1.0,1.0,0.9930636,1.0,1.0
OP6 EG LEVEL 2,0.959596,0.940251,0.73456526,0.8067415,0.8056428
OP6 EG LEVEL 3,0.0,0.0,0.0,0.0,0.0
OP6 EG LEVEL 4,0.0,0.0,1.512376e-07,2.427831e-07,1.23e-07
OP6 OUTPUT LEVEL,0.79798,0.81655604,0.7342865,0.69232255,0.683715
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP6 F FINE,0.0,0.0,0.0,0.0230228,0.034250725
OP6 OSC DETUNE,1.0,1.0,1.0,1.0,1.0
OP6 BREAK POINT,0.414141,0.3849519,0.28828838,0.3830604,0.3841286
OP6 L SCALE DEPTH,0.0,0.009643972,0.0,0.0,0.0
OP6 R SCALE DEPTH,0.191919,0.1780547,0.092453286,0.06904033,0.065579206
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.42857146,0.42857146,0.42857146,0.42857146,0.42857146
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,1.0,0.8571429,1.0,1.0,1.0
