,GT,Flow,IS,IS2noITF,IS2
OP3 F FINE,0.010101,0.0,0.00525882,0.0,0.0
OP3 OSC DETUNE,0.0,0.92857146,0.92857146,0.92857146,0.92857146
OP3 BREAK POINT,0.0,0.15694213,0.35023367,0.22320442,0.21589449
OP3 L SCALE DEPTH,0.0,0.0,0.11728825,0.10100892,0.095590174
OP3 R SCALE DEPTH,0.0,0.0,0.0732211,0.09597854,0.09702146
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,0.424242,0.5729195,0.6126291,0.58706236,0.57018423
OP4 EG RATE 2,0.676768,0.8272307,0.5546902,0.71487486,0.73539895
OP4 EG RATE 3,0.10101,0.18971276,0.10768726,0.13308755,0.12594235
OP4 EG RATE 4,0.323232,0.3075099,0.32533008,0.38718945,0.3755982
OP4 EG LEVEL 1,0.989899,1.0,0.978961,0.99889153,1.0
OP4 EG LEVEL 2,0.989899,1.0,0.9512683,0.9806012,0.97389835
OP4 EG LEVEL 3,0.363636,0.35975176,0.71903765,0.490839,0.47050422
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,2.86e-08
OP4 OUTPUT LEVEL,0.767677,0.71000683,0.743504,0.8149276,0.8067422
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP4 F FINE,0.010101,0.0,0.0,0.0,0.0
OP4 OSC DETUNE,0.0,0.71428573,0.2857143,0.6428572,0.6428572
OP4 BREAK POINT,0.989899,0.97400236,0.65214384,0.5929035,0.63445187
OP4 L SCALE DEPTH,0.0,0.0,0.093674354,0.057882216,0.059653837
OP4 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,0.686869,0.6917052,0.76618606,0.7343861,0.73306024
OP5 EG RATE 2,0.666667,0.75940543,0.5098988,0.5919245,0.6018766
OP5 EG RATE 3,0.10101,0.10559821,0.13058035,0.1925312,0.19569494
OP5 EG RATE 4,0.282828,0.35743117,0.21027827,0.32297605,0.31336817
OP5 EG LEVEL 1,1.0,1.0,0.97882986,1.0,1.0
OP5 EG LEVEL 2,0.929293,0.98913884,0.838064,0.8624332,0.85769707
OP5 EG LEVEL 3,0.0,0.0,0.3778332,0.30340874,0.27260482
OP5 EG LEVEL 4,0.0,0.0,0.0,3.7481732e-07,0.0
OP5 OUTPUT LEVEL,0.666667,0.6798688,0.59237725,0.59851134,0.5745669
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP5 F FINE,0.0,0.0,0.0,0.0,0.0
OP5 OSC DETUNE,0.5714286,0.35714287,0.0,0.5,0.5
OP5 BREAK POINT,0.0,0.06699586,0.25276038,0.10981343,0.111357994
OP5 L SCALE DEPTH,0.0,0.0,0.08400349,0.031959105,0.034117427
OP5 R SCALE DEPTH,0.0,0.0,0.087172665,0.0,0.0
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,0.626263,0.6952119,0.8481236,0.8386277,0.8379861
OP6 EG RATE 2,0.69697,0.7432394,0.63098896,0.6770108,0.69807696
OP6 EG RATE 3,0.10101,0.17707753,0.22974844,0.20369743,0.20289864
OP6 EG RATE 4,0.323232,0.3257258,0.38173905,0.35580203,0.35519296
OP6 EG LEVEL 1,1.0,1.0,1.0,1.0,1.0
OP6 EG LEVEL 2,0.929293,1.0,0.90452445,0.92956674,0.917369
OP6 EG LEVEL 3,0.0,0.0,0.41372192,0.3948029,0.37281024
OP6 EG LEVEL 4,0.0,0.0,8.25415e-08,2.754828e-08,4.01e-09
OP6 OUTPUT LEVEL,0.707071,0.6825125,0.70264804,0.6612242,0.65072376
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.4516129,0.2580645,0.2580645,0.2580645,0.2580645
OP6 F FINE,0.0,0.0,0.0329287,0.0,0.0
OP6 OSC DETUNE,0.5714286,0.5,1.0,1.0,1.0
OP6 BREAK POINT,0.0,0.015909195,0.20876321,0.14109379,0.13554758
OP6 L SCALE DEPTH,0.0,0.0,0.018031055,0.014070361,0.012437805
OP6 R SCALE DEPTH,0.0,0.0,0.11588971,0.0,0.0
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
