,GT,Flow,IS,IS2noITF,IS2
OP2 EG LEVEL 4,0.0,0.0,0.0,2.8340998e-09,1.62e-07
OP2 OUTPUT LEVEL,1.0,0.74531126,0.8074632,0.9550961,0.9657328
OP2 MODE,0.0,0.0,0.0,0.0,0.0
OP2 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP2 F FINE,0.020202,0.06590307,0.06397237,0.027977103,0.033120792
OP2 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP2 BREAK POINT,0.393939,0.029585212,0.26078323,0.26104102,0.2642208
OP2 L SCALE DEPTH,0.0,0.0,0.037971325,0.026971066,0.027511157
OP2 R SCALE DEPTH,0.0,0.03625691,0.09462343,0.10381723,0.11089035
OP2 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP2 A MOD SENS.,0.33333334,0.0,0.33333334,0.33333334,0.33333334
OP2 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP3 EG RATE 1,0.555556,0.44358003,0.494382,0.5685282,0.5572846
OP3 EG RATE 2,1.0,0.7354826,0.5326702,0.7019161,0.7174954
OP3 EG RATE 3,0.363636,0.76187474,0.52921844,0.57577103,0.5924116
OP3 EG RATE 4,0.313131,0.42448896,0.3525926,0.3244436,0.31645465
OP3 EG LEVEL 1,0.0,0.5068774,0.9546727,0.9423224,0.9399463
OP3 EG LEVEL 2,0.0,0.50951976,0.40035212,0.5035729,0.481348
OP3 EG LEVEL 3,1.0,0.8385067,0.7949744,0.99057525,1.0
OP3 EG LEVEL 4,0.0,0.0,5.581406e-08,9.810245e-08,2.52e-08
OP3 OUTPUT LEVEL,1.0,0.8434712,0.9619225,0.86936796,0.8732846
OP3 MODE,0.0,0.0,0.0,0.0,0.0
OP3 F COARSE,0.0,0.032258064,0.0,0.032258064,0.032258064
OP3 F FINE,0.969697,0.10929313,0.0970324,0.07440557,0.0718666
OP3 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP3 BREAK POINT,0.393939,0.03488013,0.2548363,0.4531346,0.46705768
OP3 L SCALE DEPTH,0.0,0.0,0.11451905,0.13148114,0.13772231
OP3 R SCALE DEPTH,0.0,0.0,0.12355942,0.18404104,0.18563555
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,0.50505,0.42499357,0.5789088,0.5408573,0.52478075
OP4 EG RATE 2,1.0,0.60802126,0.5861218,0.63989997,0.6499754
OP4 EG RATE 3,0.272727,0.76238585,0.5017573,0.4306908,0.43339545
OP4 EG RATE 4,0.313131,0.31511876,0.23422074,0.3046229,0.293655
OP4 EG LEVEL 1,0.0,0.5627846,0.84131753,0.83763504,0.83676225
OP4 EG LEVEL 2,0.0,0.4311809,0.41417876,0.5788843,0.5627418
OP4 EG LEVEL 3,1.0,0.75697863,0.76985174,0.90640324,0.93669724
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP4 OUTPUT LEVEL,1.0,0.7013501,0.88265723,0.8984131,0.8952498
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP4 F FINE,0.060606,0.0,0.16251369,0.034848392,0.030637784
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.393939,0.031199485,0.37870464,0.47434446,0.49261102
OP4 L SCALE DEPTH,0.0,0.0,0.10221734,0.09579829,0.10165007
OP4 R SCALE DEPTH,0.0,0.0,0.044157386,0.19759737,0.21500897
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,0.888889,0.39681342,0.63847,0.72889173,0.7192463
OP5 EG RATE 2,1.0,0.6569329,0.72307724,0.7158788,0.72701734
OP5 EG RATE 3,0.212121,0.69359833,0.57526195,0.4192382,0.4275339
OP5 EG RATE 4,0.313131,0.39983898,0.2432912,0.2740568,0.27066895
OP5 EG LEVEL 1,0.0,0.44789636,0.94126034,0.9347971,0.93292385
OP5 EG LEVEL 2,0.0,0.48796594,0.393045,0.3971297,0.3753465
OP5 EG LEVEL 3,1.0,0.8290417,0.68509203,0.82301193,0.8444291
OP5 EG LEVEL 4,0.0,0.0,0.0,3.6044426e-07,0.0
OP5 OUTPUT LEVEL,1.0,0.7922679,0.8376708,0.869626,0.8635313
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.0,0.032258064,0.0,0.0,0.0
OP5 F FINE,0.929293,0.08312605,0.083301224,0.049883656,0.046920247
OP5 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP5 BREAK POINT,0.393939,0.045681134,0.17111732,0.37044582,0.38608778
OP5 L SCALE DEPTH,0.0,0.0,0.010745408,0.0,0.0
OP5 R SCALE DEPTH,0.0,0.0,0.022382854,0.08881662,0.09117661
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,0.40404,0.44345176,0.80314076,0.55555606,0.5523854
OP6 EG RATE 2,1.0,0.5763092,1.0,0.677224,0.7017966
OP6 EG RATE 3,0.131313,0.77993727,0.639975,0.34756276,0.34231314
OP6 EG RATE 4,0.313131,0.38325322,0.2994722,0.22330503,0.21685326
OP6 EG LEVEL 1,0.0,0.6646853,0.94315445,0.9331244,0.9324152
OP6 EG LEVEL 2,0.0,0.35029924,0.4456313,0.43368205,0.41907147
OP6 EG LEVEL 3,1.0,0.8180093,0.77859086,0.85929453,0.889505
OP6 EG LEVEL 4,0.0,0.0,1.0055851e-07,1.7628689e-07,5.64e-08
OP6 OUTPUT LEVEL,1.0,0.6349819,0.8841112,0.8867913,0.8913075
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP6 F FINE,0.090909,0.19841747,0.0,0.080046,0.06932319
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.393939,0.031791806,0.2621104,0.37521243,0.38233122
OP6 L SCALE DEPTH,0.0,0.0,0.0,0.052710533,0.056700855
OP6 R SCALE DEPTH,0.0,0.0736485,0.16891687,0.074323,0.08988678
OP6 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
