,GT,Flow,IS,IS2noITF,IS2
OP1 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP1 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP1 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP1 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP2 EG RATE 1,0.515152,0.7656335,0.49448696,0.5791043,0.5694932
OP2 EG RATE 2,0.464646,0.47097635,0.5076431,0.4773488,0.48202822
OP2 EG RATE 3,0.0,0.12649438,0.0,0.0,0.0
OP2 EG RATE 4,0.676768,0.6813132,0.6598397,0.6908732,0.6858597
OP2 EG LEVEL 1,0.969697,1.0,0.95315194,0.9604098,0.9654505
OP2 EG LEVEL 2,1.0,1.0,1.0,1.0,1.0
OP2 EG LEVEL 3,0.858586,0.67183065,0.7730438,0.7603165,0.7676798
OP2 EG LEVEL 4,0.0,0.0,8.3138225e-09,0.0,1.86e-07
OP2 OUTPUT LEVEL,0.828283,0.72992706,0.8152908,0.8138559,0.82283586
OP2 MODE,0.0,0.0,0.0,0.0,0.0
OP2 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP2 F FINE,0.0,0.0,0.0,0.0,0.0
OP2 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP2 BREAK POINT,0.151515,0.12964916,0.115136795,0.13637395,0.12719196
OP2 L SCALE DEPTH,0.0,0.0,0.0032130014,0.02200786,0.021959633
OP2 R SCALE DEPTH,0.060606,0.20154312,0.07081106,0.057465896,0.06320996
OP2 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP2 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP2 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP2 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP3 EG RATE 1,1.0,0.88970387,0.97522604,0.9634807,0.9762966
OP3 EG RATE 2,0.181818,0.40097067,0.31116787,0.26850945,0.24771273
OP3 EG RATE 3,0.090909,0.14205498,0.06139106,0.15780953,0.14294858
OP3 EG RATE 4,0.616162,0.6729984,0.6023205,0.6305247,0.6413167
OP3 EG LEVEL 1,1.0,1.0,1.0,1.0,1.0
OP3 EG LEVEL 2,0.787879,1.0,0.89768285,0.857439,0.8474691
OP3 EG LEVEL 3,0.0,0.06056959,0.13915387,0.07169119,0.029835328
OP3 EG LEVEL 4,0.0,0.0,6.3976564e-08,9.400384e-08,0.0
OP3 OUTPUT LEVEL,1.0,1.0,0.960667,0.96862006,0.9750521
OP3 MODE,0.0,0.0,0.0,0.0,0.0
OP3 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP3 F FINE,0.0,0.0,0.0058417753,0.0,0.0
OP3 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP3 BREAK POINT,0.0,0.11896729,0.0,0.015204694,0.015484251
OP3 L SCALE DEPTH,0.0,0.0,0.036389057,0.02094771,0.021348882
OP3 R SCALE DEPTH,0.0,0.0,0.0,0.00028453284,0.0
OP3 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP3 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,1.0,0.8958561,0.97103417,0.99249846,0.99574137
OP4 EG RATE 2,1.0,0.78816444,1.0,0.90948534,0.9257445
OP4 EG RATE 3,0.0,0.056500908,0.01369757,0.0073494827,0.0
OP4 EG RATE 4,0.616162,0.71612114,0.59469086,0.6214627,0.62342805
OP4 EG LEVEL 1,1.0,1.0,0.97103643,1.0,1.0
OP4 EG LEVEL 2,1.0,1.0,1.0,0.98598075,0.9949114
OP4 EG LEVEL 3,0.0,0.0026329681,0.0,0.0,0.0
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,0.0
OP4 OUTPUT LEVEL,0.868687,0.97714525,0.8685464,0.876363,0.8593093
OP4 MODE,0.0,0.0,0.0,0.0,0.0
OP4 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP4 F FINE,0.0,0.0,0.0040243124,0.0,0.0
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.0,0.24567048,0.033355106,0.0027591425,0.0
OP4 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP4 R SCALE DEPTH,0.151515,0.1052398,0.16915846,0.17265363,0.18024449
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,0.989899,0.8746052,0.97475195,0.9663932,0.976764
OP5 EG RATE 2,1.0,0.6956665,0.93280506,0.9637285,0.9976532
OP5 EG RATE 3,0.0,0.18060902,0.023984294,0.008100821,0.0
OP5 EG RATE 4,0.616162,0.6387134,0.58571607,0.6000995,0.6117928
OP5 EG LEVEL 1,1.0,1.0,1.0,1.0,1.0
OP5 EG LEVEL 2,1.0,1.0,1.0,1.0,1.0
OP5 EG LEVEL 3,0.0,0.0,0.09688381,0.044700064,0.0
OP5 EG LEVEL 4,0.0,0.0,0.0,3.0655494e-07,1.09e-08
OP5 OUTPUT LEVEL,0.777778,0.8190531,0.7978289,0.80680746,0.7998288
OP5 MODE,0.0,0.0,0.0,0.0,0.0
OP5 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP5 F FINE,0.0,0.0,0.0,0.0,0.0
OP5 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP5 BREAK POINT,0.0,0.07515976,0.009232706,0.009438956,0.00437212
OP5 L SCALE DEPTH,0.0,0.0,0.015759677,0.025969792,0.023818076
OP5 R SCALE DEPTH,0.121212,0.0549813,0.157129,0.1372073,0.14093675
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,1.0,1.0,0.923824,0.93720305,0.93161047
OP6 EG RATE 2,1.0,0.7238833,0.87755805,0.91824836,0.9453923
OP6 EG RATE 3,0.0,0.045975767,0.012436511,0.0,0.0
OP6 EG RATE 4,0.474747,0.52158546,0.5036213,0.5522531,0.5592826
OP6 EG LEVEL 1,1.0,0.9639698,1.0,1.0,1.0
OP6 EG LEVEL 2,1.0,1.0,0.9366222,0.94661963,0.94473517
OP6 EG LEVEL 3,0.0,0.0,0.0965063,0.0,0.0
OP6 EG LEVEL 4,0.0,0.0,0.0,2.3855094e-07,7.05e-08
OP6 OUTPUT LEVEL,0.585859,0.7800728,0.59828454,0.63703233,0.6201989
OP6 MODE,0.0,0.0,0.0,0.0,0.0
OP6 F COARSE,0.22580644,0.22580644,0.22580644,0.22580644,0.22580644
OP6 F FINE,0.0,0.0,0.0,0.0,0.0
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,1.0,0.3425476,0.48320016,0.5915185,0.6189624
OP6 L SCALE DEPTH,0.0,0.0,0.035962023,0.05529711,0.053092096
OP6 R SCALE DEPTH,0.080808,0.08104134,0.124480896,0.13952957,0.15203467
OP6 L KEY SCALE,1.0,1.0,1.0,1.0,1.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
