,GT,Flow,IS,IS2noITF,IS2
OP1 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP1 F FINE,0.040404,0.24738353,0.05312441,0.07866236,0.078132495
OP1 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP1 BREAK POINT,0.0,0.0,0.0,0.0,0.0
OP1 L SCALE DEPTH,0.0,0.0,0.017360281,0.0,0.0
OP1 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP1 L KEY SCALE,1.0,0.0,0.0,0.0,0.0
OP1 R KEY SCALE,1.0,0.0,0.0,0.0,0.0
OP1 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP1 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP1 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP2 EG RATE 1,1.0,0.980469,0.9788552,0.91238153,0.9322421
OP2 EG RATE 2,0.888889,1.0,1.0,1.0,1.0
OP2 EG RATE 3,0.666667,0.5869698,0.70178044,0.64720577,0.65781593
OP2 EG RATE 4,0.333333,0.24607438,0.31589672,0.30081806,0.29890612
OP2 EG LEVEL 1,1.0,1.0,1.0,1.0,1.0
OP2 EG LEVEL 2,1.0,1.0,0.9315555,0.97564435,0.9798032
OP2 EG LEVEL 3,0.979798,1.0,0.8923167,0.93898267,0.9683855
OP2 EG LEVEL 4,0.0,0.0019567758,2.1141402e-09,0.0,0.0
OP2 OUTPUT LEVEL,0.828283,0.8796888,0.81902087,0.86742765,0.86529994
OP2 MODE,1.0,1.0,1.0,1.0,1.0
OP2 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP2 F FINE,0.414141,0.4042315,0.40412313,0.39305177,0.40162557
OP2 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP2 BREAK POINT,0.545455,0.016662568,0.04897685,0.0,0.0
OP2 L SCALE DEPTH,0.0,0.0,0.009490911,0.010177531,0.009429481
OP2 R SCALE DEPTH,0.0,0.0,0.038587183,0.024289576,0.0258113
OP2 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP2 RATE SCALING,0.42857146,0.0,0.0,0.0,0.0
OP2 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP2 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP3 EG RATE 1,1.0,0.92241,0.982125,1.0,1.0
OP3 EG RATE 2,1.0,0.9323473,0.9931025,0.987959,0.9970899
OP3 EG RATE 3,1.0,0.71382815,0.95092267,1.0,1.0
OP3 EG RATE 4,0.212121,0.23853639,0.15440445,0.18847992,0.18841125
OP3 EG LEVEL 1,1.0,1.0,0.99688286,0.9992682,1.0
OP3 EG LEVEL 2,1.0,1.0,0.96843934,0.968623,0.9763444
OP3 EG LEVEL 3,1.0,1.0,0.98301727,1.0,1.0
OP3 EG LEVEL 4,0.0,0.0,6.474501e-08,1.01486286e-07,4.13e-08
OP3 OUTPUT LEVEL,0.979798,0.9180369,0.9972773,1.0,1.0
OP3 MODE,1.0,1.0,1.0,1.0,1.0
OP3 F COARSE,0.032258064,0.032258064,0.032258064,0.032258064,0.032258064
OP3 F FINE,0.767677,0.49496174,0.7209982,0.6985084,0.70773596
OP3 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP3 BREAK POINT,0.444444,0.0,0.007538465,0.0,0.0
OP3 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP3 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP3 L KEY SCALE,1.0,0.0,0.0,0.0,0.0
OP3 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP3 RATE SCALING,0.0,0.42857146,0.42857146,0.42857146,0.42857146
OP3 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP3 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP4 EG RATE 1,1.0,0.95260334,0.96677846,0.98017484,0.99544436
OP4 EG RATE 2,0.474747,0.9471948,0.5151499,0.47427493,0.4745199
OP4 EG RATE 3,0.20202,0.5621506,0.2526083,0.2599855,0.26459485
OP4 EG RATE 4,0.232323,0.23299551,0.17397483,0.19377746,0.18406098
OP4 EG LEVEL 1,1.0,1.0,1.0,0.99975914,0.99991786
OP4 EG LEVEL 2,0.969697,1.0,0.95089525,0.96597874,0.9615824
OP4 EG LEVEL 3,0.929293,0.96251124,0.89731044,0.94439346,0.9452949
OP4 EG LEVEL 4,0.0,0.0,0.0,0.0,1.23e-07
OP4 OUTPUT LEVEL,0.969697,0.8588966,0.9590215,0.99212533,0.9954497
OP4 MODE,1.0,1.0,1.0,1.0,1.0
OP4 F COARSE,0.06451613,0.06451613,0.06451613,0.06451613,0.06451613
OP4 F FINE,0.050505,0.2252458,0.083005905,0.069526695,0.06457632
OP4 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP4 BREAK POINT,0.0,0.0074097514,0.087746195,0.0,0.0
OP4 L SCALE DEPTH,0.0,0.0,0.020710427,0.0,0.0
OP4 R SCALE DEPTH,0.0,0.0,0.08340932,0.002662378,0.005489247
OP4 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP4 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP4 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP4 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP5 EG RATE 1,1.0,1.0,0.9875939,0.96325654,0.977346
OP5 EG RATE 2,1.0,1.0,1.0,1.0,1.0
OP5 EG RATE 3,1.0,0.8780221,0.9858455,0.9809041,0.99397975
OP5 EG RATE 4,0.252525,0.2702822,0.26965445,0.22416648,0.22138557
OP5 EG LEVEL 1,1.0,1.0,0.9826868,0.9956901,0.99602896
OP5 EG LEVEL 2,1.0,1.0,0.9819702,1.0,1.0
OP5 EG LEVEL 3,1.0,1.0,0.97484213,1.0,1.0
OP5 EG LEVEL 4,0.0,0.0,0.0,3.5444467e-07,5.15e-08
OP5 OUTPUT LEVEL,1.0,0.8281952,0.9502928,0.9658297,0.9786003
OP5 MODE,1.0,0.0,1.0,1.0,1.0
OP5 F COARSE,0.19354838,0.19354838,0.19354838,0.19354838,0.19354838
OP5 F FINE,0.141414,0.4042367,0.22285733,0.16760433,0.17072591
OP5 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP5 BREAK POINT,0.0,0.0,0.013235813,0.0,0.0
OP5 L SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP5 R SCALE DEPTH,0.0,0.0,0.0,0.0,0.0
OP5 L KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP5 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP5 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP5 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
OP6 EG RATE 1,0.939394,0.8736787,0.8831379,0.9784964,0.9898495
OP6 EG RATE 2,0.535354,0.8854321,0.603151,0.6544596,0.675127
OP6 EG RATE 3,0.282828,0.645888,0.3681911,0.38301605,0.3921903
OP6 EG RATE 4,0.212121,0.20872736,0.1551283,0.23836905,0.23325989
OP6 EG LEVEL 1,0.868687,0.99137336,0.873157,0.9057293,0.9055358
OP6 EG LEVEL 2,0.858586,1.0,0.77403456,0.8894829,0.89038426
OP6 EG LEVEL 3,0.525253,0.87857205,0.5059858,0.49620286,0.49872315
OP6 EG LEVEL 4,0.0,0.0,0.0,7.0589614e-08,8.77e-08
OP6 OUTPUT LEVEL,0.959596,0.81245565,0.9607345,0.98442316,0.9910028
OP6 MODE,1.0,1.0,1.0,1.0,1.0
OP6 F COARSE,0.4516129,0.19354838,0.19354838,0.19354838,0.19354838
OP6 F FINE,0.69697,0.32598674,0.67454123,0.6136919,0.63046116
OP6 OSC DETUNE,0.5,0.5,0.5,0.5,0.5
OP6 BREAK POINT,0.555556,0.0,0.0038355612,0.0,0.0
OP6 L SCALE DEPTH,0.0,0.0,0.010648915,0.006096566,0.003334772
OP6 R SCALE DEPTH,0.0,0.0,0.03562687,0.0,0.0
OP6 L KEY SCALE,1.0,0.0,0.0,0.0,0.0
OP6 R KEY SCALE,0.0,0.0,0.0,0.0,0.0
OP6 RATE SCALING,0.0,0.0,0.0,0.0,0.0
OP6 A MOD SENS.,0.0,0.0,0.0,0.0,0.0
OP6 KEY VELOCITY,0.0,0.0,0.0,0.0,0.0
